note,pitch,duration,chord,bar,mapped voice,cost,category
58,48,1/2,37,6 1/2,5,n/a,match
59,43,1/2,38,6 1/1,5,n/a,match
60,55,1/2,38,6 1/1,3,0,repetition
61,59,1/2,38,6 1/1,3,4,adaptation
62,62,1/2,38,6 1/1,1,5,adaptation
63,67,1/2,38,6 1/1,0,0,repetition
64,55,1/4,39,6 3/2,5,n/a,match
65,62,1/4,40,6 7/4,1,5,adaptation
66,67,1/4,40,6 7/4,0,0,repetition
67,57,1/4,41,7,3,n/a,match
68,55,1/4,42,7 1/4,5,n/a,ornamentation
69,54,1/4,43,7 1/2,5,n/a,ficta
70,52,1/4,44,7 3/4,5,n/a,match
71,54,1/2,45,7 1/1,5,n/a,ficta
72,57,1/2,45,7 1/1,3,0,repetition
73,50,1/2,46,7 3/2,5,n/a,match
74,57,1/4,47,8,3,n/a,match
75,49,1/4,48,8 1/4,5,n/a,ficta
76,50,1/4,49,8 1/2,5,n/a,match
77,52,1/4,50,8 3/4,5,n/a,match
78,54,1/4,51,8 1/1,5,n/a,ficta
79,57,1/4,51,8 1/1,3,0,repetition
80,55,1/4,52,8 5/4,5,n/a,match
81,57,1/4,53,8 3/2,5,n/a,match
82,54,1/4,54,8 7/4,5,n/a,ficta
83,43,1/1,55,9,4,n/a,match
84,55,1/1,55,9,5,n/a,match
85,59,1/1,55,9,3,n/a,match
86,62,1/1,55,9,1,5,adaptation
87,67,1/1,55,9,0,0,repetition
88,43,1/4,56,9 1/1,4,n/a,match
89,55,1/4,56,9 1/1,1 and 2,n/a,match
90,59,1/4,56,9 1/1,3,0,repetition
91,62,1/4,56,9 1/1,5,7,adaptation
92,67,1/4,56,9 1/1,0,0,repetition
93,57,1/4,57,9 5/4,2,n/a,match
94,59,1/4,58,9 3/2,2,n/a,match
95,45,1/4,59,9 7/4,4,n/a,match
96,60,1/4,59,9 7/4,2,n/a,match
97,47,1/2,60,10,4,n/a,match
98,55,1/2,60,10,1 and 3,n/a,match
99,62,1/2,60,10,2,n/a,match
100,67,1/2,60,10,0,0,repetition
101,48,1/4,61,10 1/2,4,n/a,match
102,64,1/4,61,10 1/2,2,n/a,match
103,62,1/4,62,10 3/4,2,2,adaptation
104,43,1/2,63,10 1/1,4,n/a,match
105,55,1/2,63,10 1/1,5,0,repetition
106,59,1/2,63,10 1/1,1,n/a,match
107,62,1/2,63,10 1/1,2,n/a,match
108,67,1/2,63,10 1/1,0,0,repetition
109,55,1/4,64,10 3/2,1 and 4,n/a,match
110,62,1/4,65,10 7/4,2,0,repetition
111,67,1/4,65,10 7/4,0,0,repetition
112,50,1/4,66,11,2,n/a,match
113,57,1/4,66,11,1,n/a,match
114,69,1/4,66,11,0,n/a,match
115,55,1/4,67,11 1/4,4,n/a,ornamentation
116,54,1/4,68,11 1/2,4,n/a,ficta
117,52,1/4,69,11 3/4,4,n/a,match
118,50,1/4,70,11 1/1,1 and 5,n/a,match
119,54,1/4,70,11 1/1,4,n/a,ficta
120,69,1/4,70,11 1/1,0,0,repetition
121,55,1/4,71,11 5/4,4,n/a,match
122,50,1/4,72,11 3/2,5,0,repetition
123,54,1/4,73,11 7/4,4,n/a,ficta
124,52,1/2,74,12,5,n/a,match
125,55,1/2,74,12,4,n/a,match
126,59,1/2,74,12,1,n/a,match
127,67,1/2,74,12,0,n/a,match
128,48,1/4,75,12 1/2,4,n/a,match
129,60,1/4,75,12 1/2,1,n/a,match
130,50,1/4,76,12 3/4,4,n/a,match
131,48,1/4,77,12 1/1,5,n/a,match
132,52,1/4,77,12 1/1,4,n/a,match
133,60,1/4,77,12 1/1,1,0,repetition
134,72,1/4,77,12 1/1,0,n/a,match
135,54,1/4,78,12 5/4,4,n/a,ficta
136,55,1/4,79,12 3/2,1 and 4,n/a,match
137,47,1/4,80,12 7/4,5,n/a,match
138,45,1/4,81,13,5,n/a,match
139,57,1/4,81,13,1,n/a,match
140,64,1/4,81,13,4,9,adaptation
141,72,1/4,81,13,0,0,repetition
142,59,1/4,82,13 1/4,1,n/a,match
143,54,1/4,83,13 1/2,4,n/a,match
144,60,1/4,83,13 1/2,1,n/a,match
145,57,1/4,84,13 3/4,1,n/a,match
146,43,1/4,85,13 1/1,5,n/a,match
147,55,1/4,85,13 1/1,4,n/a,match
148,59,1/4,85,13 1/1,1,n/a,match
149,62,1/4,85,13 1/1,3,7,adaptation
150,71,1/4,85,13 1/1,0,n/a,match
151,60,1/4,86,13 5/4,1,n/a,match
152,55,1/4,87,13 3/2,2,n/a,match
153,62,1/4,87,13 3/2,1,n/a,match
154,64,1/4,88,13 7/4,1,n/a,match
155,50,1/4,89,14,5,n/a,match
156,57,1/4,89,14,2,n/a,match
157,65,1/4,89,14,1,n/a,match
